City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,gokwe,-18.2048,28.9349,299.16,40,98,4.99,ZW,1731349171
288,suva,-18.1416,178.4415,293.86,100,75,0.0,FJ,1731349172
289,dargecit,37.5454,41.7197,285.74,71,93,1.38,TR,1731349173
290,kuching,1.55,110.3333,299.87,96,20,0.89,MY,1731349114
291,dudinka,69.4058,86.1778,246.36,97,40,3.92,RU,1731349176
292,christchurch,-43.5333,172.6333,283.1,80,7,3.74,NZ,1731349177
293,hadibu,12.65,54.0333,299.28,77,14,2.56,YE,1731349179
294,anseong,37.0108,127.2703,284.96,75,62,1.72,KR,1731349180
295,pandan,14.0453,124.1694,299.19,89,82,2.12,PH,1731349181
296,dongning,44.0622,131.1207,274.63,70,34,1.62,CN,1731349182
297,brak,27.5496,14.2714,293.42,26,95,2.32,LY,1731349183
298,viedma,-40.8135,-62.9967,293.36,22,15,8.17,AR,1731349048
299,bonthe,7.5264,-12.505,301.37,76,35,3.59,SL,1731349185
300,eyl,7.9803,49.8164,299.93,81,87,7.63,SO,1731349186
301,villa el carmen,11.9801,-86.5057,301.29,75,26,2.45,NI,1731349187
302,fish town,5.1964,-7.8756,297.9,90,65,1.93,LR,1731349189
303,stornoway,58.2093,-6.3865,281.53,91,20,1.03,GB,1731349190
304,rabaul,-4.1967,152.1721,299.6,79,36,2.56,PG,1731349191
305,rikaze,29.25,88.8833,276.6,32,0,1.37,CN,1731349192
306,litchfield,41.7668,-73.2501,289.83,66,39,1.34,US,1731349193
307,fort mcmurray,56.7268,-111.381,273.88,80,100,6.69,CA,1731349056
308,alofi,-19.0595,-169.9187,296.09,94,75,7.72,NU,1731349195
309,itoman,26.1247,127.6694,299.16,89,100,5.14,JP,1731349196
310,ambovombe,-25.1667,46.0833,297.53,88,42,1.96,MG,1731349197
311,queenstown,-31.8976,26.8753,285.99,85,100,3.19,ZA,1731349199
312,huotong,26.8497,119.4181,292.48,95,55,0.62,CN,1731349200
313,poronaysk,49.2167,143.1167,271.58,60,60,2.51,RU,1731349201
314,portland,45.5234,-122.6762,283.5,94,100,3.58,US,1731349084
315,dul'durga,50.6761,113.5931,265.42,69,1,1.0,RU,1731349203
316,rawson,-43.3002,-65.1023,293.02,25,6,7.56,AR,1731349204
317,koper,45.5469,13.7294,283.43,50,0,2.57,SI,1731349205
318,viitasaari,63.0667,25.8667,275.12,95,100,2.68,FI,1731349206
319,ad dilam,23.9915,47.1627,298.01,31,1,3.09,SA,1731349207
320,huanta,-12.9333,-74.25,294.37,31,46,1.37,PE,1731349209
321,trenton,40.217,-74.7429,294.88,58,0,5.66,US,1731349210
322,shawinigan,46.5668,-72.7491,280.73,81,100,4.27,CA,1731349211
323,lepsy,46.235,78.9456,278.4,83,100,10.11,KZ,1731349212
324,cannonvale,-20.2833,148.7,296.81,70,87,3.27,AU,1731349213
325,saurimo,-9.6608,20.3916,293.39,84,42,1.99,AO,1731349215
326,oltinko'l,40.8011,72.1634,284.0,56,40,0.14,UZ,1731349216
327,chiknayakanhalli,13.4172,76.6228,293.49,61,17,1.34,IN,1731349217
328,geraldton,-28.7667,114.6,291.38,77,100,6.17,AU,1731349219
329,leava,-14.3,-178.1667,300.98,75,89,4.73,WF,1731349220
330,thinadhoo,0.5333,72.9333,301.08,79,57,6.32,MV,1731349221
331,port lincoln,-34.7333,135.8667,288.0,90,0,3.48,AU,1731349222
332,gorom-gorom,14.4439,-0.2361,301.89,13,0,4.13,BF,1731349223
333,sydney mines,46.2367,-60.2177,283.25,94,100,5.14,CA,1731349224
334,leer,53.2316,7.461,281.45,96,85,1.34,DE,1731349225
335,sheridan,44.8333,-106.9173,289.91,38,69,1.52,US,1731349226
336,umirim,-3.6772,-39.3503,307.1,33,85,5.56,BR,1731349230
337,wuchuan,21.4571,110.7659,295.28,94,57,2.06,CN,1731349232
338,sur,22.5667,59.5289,300.56,61,3,1.74,OM,1731349233
339,richards bay,-28.783,32.0377,293.89,86,100,2.77,ZA,1731349235
340,kalachinsk,55.0529,74.5751,263.72,89,100,6.27,RU,1731349236
341,mabaruma,8.2,-59.7833,302.71,67,88,2.01,GY,1731349237
342,jiquilpan de juarez,19.9833,-102.7167,300.07,47,12,1.94,MX,1731349238
343,lebu,-37.6167,-73.65,287.59,61,44,5.92,CL,1731349239
344,fuglafjordur,62.244,-6.814,282.29,83,57,4.21,FO,1731349240
345,pariaman,-0.619,100.12,299.18,81,100,1.46,ID,1731349241
346,altamirano,16.8833,-92.15,296.41,46,34,1.58,MX,1731349242
347,kayangel,8.0823,134.7173,301.08,76,99,2.96,PW,1731349244
348,tvoroyri,61.5556,-6.8111,283.09,90,86,9.22,FO,1731349245
349,holualoa,19.6228,-155.9522,297.06,83,0,1.54,US,1731349246
350,khanty-mansiysk,61.0042,69.0019,260.21,72,40,3.0,RU,1731349247
351,vernon,50.2581,-119.2691,280.24,91,100,0.87,CA,1731349248
352,praia da vitoria,38.7333,-27.0667,292.85,89,87,9.43,PT,1731349249
353,kualakapuas,-3.0091,114.3876,297.39,97,100,1.18,ID,1731349250
354,manismata,-2.4667,111.0333,297.04,97,100,0.38,ID,1731349251
355,nishinoomote,30.7333,131.0,295.26,75,15,0.76,JP,1731349252
356,haiku-pauwela,20.9219,-156.3051,298.24,67,20,8.49,US,1731349254
357,colonia,50.9333,6.95,283.12,86,75,5.14,DE,1731349255
358,talcahuano,-36.7167,-73.1167,290.97,55,20,8.23,CL,1731349256
359,yeniseysk,58.4497,92.1703,264.65,88,98,1.99,RU,1731349257
360,mineiros,-17.5694,-52.5511,299.78,66,58,2.26,BR,1731349258
361,kamina,-8.7386,24.9906,291.04,97,35,1.13,CD,1731349259
362,tabou,4.423,-7.3528,300.03,81,5,3.05,CI,1731349260
363,lata,40.1629,-8.3327,288.43,61,1,3.01,PT,1731349261
364,talara,-4.5772,-81.2719,300.57,57,0,4.63,PE,1731349262
365,san jeronimo de juarez,17.1333,-100.4667,302.42,71,27,2.31,MX,1731349264
366,douentza,14.9951,-2.9517,302.1,15,0,2.41,ML,1731349265
367,chegdomyn,51.1167,133.0167,262.08,96,100,0.55,RU,1731349266
368,arkhangel'sk,64.5401,40.5433,275.21,100,100,6.0,RU,1731349267
369,una,20.8167,71.0333,298.04,43,0,2.56,IN,1731349268
370,naze,28.3667,129.4833,295.44,85,59,3.87,JP,1731349269
371,mentekab,3.4854,102.3484,297.56,99,95,0.17,MY,1731349270
372,rouissat,31.9243,5.3502,293.22,44,0,1.73,DZ,1731349271
373,chonchi,-42.6128,-73.8092,283.15,88,100,1.73,CL,1731349272
374,ta`u,-14.2336,-169.5144,300.19,79,99,7.67,AS,1731349274
375,manggar,-2.8833,108.2667,299.71,79,100,1.42,ID,1731349275
376,belle chasse,29.8549,-89.9906,300.92,73,96,5.36,US,1731349276
377,kuacjok,8.3002,27.9903,301.96,39,93,0.28,SS,1731349277
378,cold springs,39.6802,-119.9766,285.99,29,40,3.09,US,1731349278
379,guayaramerin,-10.8368,-65.3614,306.87,49,80,1.29,BO,1731349279
380,aman garh,34.0058,71.93,294.14,50,0,1.52,PK,1731349280
381,buulobarde,3.8538,45.5674,300.59,67,100,6.58,SO,1731349281
382,el fuerte,26.4189,-108.6194,301.59,24,77,1.44,MX,1731349282
383,vrangel',42.7297,133.0839,279.69,67,95,1.18,RU,1731349284
384,diamantino,-14.4086,-56.4461,303.82,58,72,2.55,BR,1731349285
385,vilyuysk,63.7553,121.6247,251.99,100,100,1.3,RU,1731349286
386,mount pearl,47.5166,-52.7813,280.45,76,87,1.79,CA,1731349287
387,coahuayana de hidalgo,18.7,-103.6583,304.99,55,12,2.16,MX,1731349288
388,makokou,0.5738,12.8642,297.11,80,93,1.35,GA,1731349289
389,tromso,69.6496,18.957,277.16,93,100,4.63,NO,1731349290
390,kingston,17.997,-76.7936,304.91,67,72,1.71,JM,1731349084
391,deoli,25.75,75.3833,296.84,28,14,1.42,IN,1731349292
392,changji,44.0167,87.3167,278.59,70,56,2.0,CN,1731349294
393,fortaleza,-3.7227,-38.5247,303.22,58,20,6.17,BR,1731349295
394,ribeira grande,38.5167,-28.7,294.37,94,75,7.15,PT,1731349296
395,mawu,34.4307,104.9176,276.88,89,100,1.53,CN,1731349297
396,elne,42.6003,2.9715,289.92,67,0,6.17,FR,1731349298
397,pyt-yakh,60.7499,72.8582,259.77,93,100,6.84,RU,1731349299
398,lazaro cardenas,17.9583,-102.2,302.95,63,13,2.35,MX,1731349300
399,san andres,12.5847,-81.7006,303.71,70,20,4.02,CO,1731349301
400,quelimane,-17.8786,36.8883,301.12,83,0,9.26,MZ,1731349302
401,mooirivier,-29.2082,29.9946,285.3,97,100,2.59,ZA,1731349303
402,stony plain,53.5334,-114.0021,274.8,92,86,2.68,CA,1731349305
403,dolores,-36.3132,-57.6792,293.0,22,28,12.14,AR,1731349306
404,jayapura,-2.5333,140.7,297.81,91,98,1.83,ID,1731349307
405,prince rupert,54.3161,-130.3201,278.57,80,85,2.97,CA,1731349308
406,aleg,17.0481,-13.9209,306.58,8,54,4.66,MR,1731349309
407,novyy urengoy,66.0833,76.6333,250.32,96,99,6.68,RU,1731349310
408,homosassa springs,28.8036,-82.5759,303.16,54,40,0.0,US,1731349311
409,puerto lempira,15.2667,-83.7667,302.21,69,27,4.26,HN,1731349312
410,bodo,67.28,14.405,277.17,74,75,6.69,NO,1731349313
411,sungai penuh,-2.0833,101.3833,292.69,95,100,0.84,ID,1731349315
412,mostaganem,35.9311,0.0892,291.76,64,10,9.11,DZ,1731349316
413,acarau,-2.8856,-40.12,302.51,57,84,8.09,BR,1731349317
414,rosetta,31.4044,30.4164,293.35,62,95,3.85,EG,1731349318
415,tadine,-21.55,167.8833,295.29,86,22,4.91,NC,1731349319
416,sundsvall,62.3913,17.3063,272.13,100,40,1.03,SE,1731349320
417,matoury,4.8483,-52.3317,299.13,94,100,3.6,GF,1731349321
418,sarandi del yi,-33.35,-55.6333,294.26,52,100,6.28,UY,1731349322
419,vila velha,-20.3297,-40.2925,298.12,81,75,3.6,BR,1731349323
420,sainte-suzanne,-20.9061,55.6089,298.25,83,40,5.66,RE,1731349325
421,kansanshi,-12.0951,26.4273,290.61,93,78,1.37,ZM,1731349326
422,idah,7.1065,6.7342,300.44,45,9,1.33,NG,1731349327
423,staroleushkovskaya,45.9906,39.7631,278.34,73,3,4.92,RU,1731349328
424,antofagasta,-23.65,-70.4,292.75,78,6,4.03,CL,1731349329
425,porto murtinho,-21.6989,-57.8825,314.95,17,7,1.75,BR,1731349330
426,mukalla,14.5425,49.1242,298.86,67,67,2.41,YE,1731349331
427,eagle pass,28.7091,-100.4995,302.19,39,1,0.88,US,1731349332
428,klaksvik,62.2266,-6.589,282.99,84,61,5.67,FO,1731349333
429,ust'-ilimsk,58.0006,102.6619,271.8,84,100,4.08,RU,1731349335
430,saint-philippe,-21.3585,55.7679,297.22,87,48,5.28,RE,1731349336
431,hobyo,5.3505,48.5268,298.87,83,100,4.68,SO,1731349337
432,laguna,38.421,-121.4238,286.51,74,100,5.66,US,1731349338
433,mojkovac,42.9604,19.5833,272.8,98,86,1.15,ME,1731349340
434,happy valley-goose bay,53.3168,-60.3315,275.09,54,68,1.91,CA,1731349341
435,kletnya,53.3897,33.2171,273.19,93,67,1.57,RU,1731349342
436,nanchong,30.7951,106.0847,289.62,91,92,0.69,CN,1731349343
437,doganyol,38.3118,39.0382,282.28,64,7,1.43,TR,1731349345
438,phang nga,8.4509,98.5298,297.27,94,99,1.84,TH,1731349346
439,rakops,-21.0167,24.3333,297.35,58,100,2.33,BW,1731349347
440,miyoshi,35.0833,137.0667,290.81,71,26,1.38,JP,1731349348
441,levuka,50.1834,-105.4011,277.03,55,85,8.0,CA,1731349349
442,faya-largeau,17.9257,19.1043,297.76,23,3,5.61,TD,1731349350
443,east london,-33.0153,27.9116,291.67,88,20,1.54,ZA,1731349351
444,ulsteinvik,62.3432,5.8487,281.66,91,100,0.45,NO,1731349352
445,qaisumah,28.3112,46.1273,297.13,43,0,2.57,SA,1731349354
446,ingeniero jacobacci,-41.3427,-69.5448,290.31,21,51,8.21,AR,1731349355
447,mary,37.0,62.5,285.6,48,96,4.56,TM,1731349356
448,tofol,5.3248,163.0078,298.54,91,100,5.63,FM,1731349357
449,bastogne,50.0035,5.7184,279.37,89,36,5.76,BE,1731349358
450,port douglas,-16.4833,145.4667,298.59,84,64,3.67,AU,1731349359
451,guaratuba,-25.8828,-48.5747,297.36,69,0,5.12,BR,1731349360
452,kavaratti,10.5669,72.642,302.0,71,75,3.57,IN,1731349361
453,ouani,-12.1322,44.4258,300.67,78,71,1.96,KM,1731349362
454,saldanha,-33.0117,17.9442,289.27,90,25,6.41,ZA,1731349364
455,enshi,30.3,109.4833,288.74,86,78,0.64,CN,1731349365
456,kruisfontein,-34.0033,24.7314,288.42,91,15,3.88,ZA,1731349366
457,pathein,16.7833,94.7333,296.47,94,20,2.18,MM,1731349367
458,natal,-5.795,-35.2094,303.51,54,40,4.12,BR,1731349368
459,ataq,14.5377,46.8319,295.13,54,41,3.31,YE,1731349369
460,celestun,20.8667,-90.4,302.49,67,10,4.18,MX,1731349370
461,aitape,-3.1374,142.3475,298.4,87,99,1.82,PG,1731349371
462,laminusa,5.5549,120.9136,301.47,71,9,0.45,PH,1731349372
463,princeville,45.7668,-61.2985,284.13,97,100,1.79,CA,1731349374
464,colachel,8.1667,77.25,299.18,89,9,0.71,IN,1731349375
465,kalemie,-5.9475,29.1947,295.24,83,20,1.5,CD,1731349376
466,kani keli,-12.9536,45.1033,300.74,76,59,1.6,YT,1731349377
467,polyarnyy,69.1989,33.4478,275.89,79,100,6.5,RU,1731349378
468,arkalyk,50.2486,66.9114,255.51,100,79,1.59,KZ,1731349379
469,golfito,8.639,-83.166,294.06,98,100,2.04,CR,1731349380
470,quang ngai,15.1167,108.8,296.57,92,100,3.54,VN,1731349381
471,namibe,-15.1961,12.1522,294.32,75,6,3.99,AO,1731349382
472,mutuali,-14.8706,37.0044,300.15,48,21,0.67,MZ,1731349385
473,south valley,35.0101,-106.6781,284.77,56,75,0.0,US,1731349386
474,kenai,60.5544,-151.2583,263.18,92,20,2.06,US,1731349387
475,cascais,38.6979,-9.4215,293.43,78,0,3.6,PT,1731349388
476,gostovici,44.415,18.1583,275.43,90,22,1.02,BA,1731349389
477,oriximina,-1.7656,-55.8661,307.81,40,99,1.6,BR,1731349391
478,paoua,7.2427,16.4406,297.23,46,3,1.02,CF,1731349392
479,pisco,-13.7,-76.2167,296.18,64,0,3.6,PE,1731349394
480,margate,51.3813,1.3862,283.54,77,84,2.24,GB,1731349395
481,horta,38.5333,-28.6333,293.95,96,75,7.15,PT,1731349396
482,illizi,26.4833,8.4667,295.6,27,72,3.93,DZ,1731349397
483,san felice circeo,41.2372,13.0942,286.02,50,59,2.61,IT,1731349398
484,robbah,33.2797,6.9098,294.47,47,5,0.48,DZ,1731349399
485,lorena,-22.7308,-45.1247,305.23,37,3,1.34,BR,1731349400
486,pierre,44.3683,-100.351,278.3,75,75,6.26,US,1731349337
487,northam,51.0333,-4.2167,284.6,78,76,2.09,GB,1731349402
488,remire-montjoly,4.9167,-52.2667,299.17,94,100,3.6,GF,1731349403
489,batamshinskiy,50.5594,58.2747,262.64,88,6,3.74,KZ,1731349405
490,leh,34.1667,77.5833,272.3,44,87,3.39,IN,1731349406
491,vilyuchinsk,52.9306,158.4028,272.3,75,28,10.46,RU,1731349407
492,ouadda,8.0777,22.4007,296.87,42,89,2.42,CF,1731349408
493,kirensk,57.7853,108.1119,270.18,92,100,4.64,RU,1731349409
494,uliastay,47.7417,96.8444,264.03,73,21,3.31,MN,1731349410
495,dunafoldvar,46.808,18.9264,274.2,91,46,0.94,HU,1731349411
496,saint-pierre,-21.3393,55.4781,298.97,78,75,2.57,RE,1731349402
497,anna regina,7.2644,-58.5077,300.95,82,77,3.46,GY,1731349413
498,impfondo,1.6381,18.0667,296.36,91,63,1.54,CG,1731349415
499,port saint john's,-31.6229,29.5448,291.86,83,97,1.07,ZA,1731349416
500,umm kaddadah,13.6017,26.6876,300.44,17,28,5.71,SD,1731349417
501,ponta delgada,37.7333,-25.6667,294.55,88,75,8.75,PT,1731349418
502,waingapu,-9.6567,120.2641,299.37,81,43,2.9,ID,1731349419
503,uttarkashi,30.7333,78.45,282.99,78,1,2.4,IN,1731349420
504,general acha,-37.377,-64.6043,294.09,17,0,9.12,AR,1731349421
505,nieuw nickerie,5.95,-56.9833,301.99,72,75,6.4,SR,1731349422
506,kimbe,-5.5502,150.1429,297.57,92,92,1.46,PG,1731349423
507,puerto baquerizo moreno,-0.9,-89.6,298.7,61,20,5.14,EC,1731349425
508,isla vista,34.4133,-119.861,293.9,56,25,2.24,US,1731349285
509,lakatoro,-16.0999,167.4164,297.49,81,64,2.97,VU,1731349427
510,hami,42.8,93.45,279.7,53,29,2.2,CN,1731349428
511,mengen,48.0495,9.3301,279.0,95,74,3.38,DE,1731349429
512,grantsville,40.5999,-112.4644,290.68,61,0,2.06,US,1731349430
513,bintulu,3.1667,113.0333,298.66,94,87,0.89,MY,1731349257
514,goulburn,-34.75,149.7167,284.72,98,76,1.18,AU,1731349432
515,kerman,30.2832,57.0788,291.46,26,77,1.39,IR,1731349433
516,kasane,-17.8167,25.15,295.06,74,100,1.63,BW,1731349434
517,taro,-8.3862,115.28,293.35,100,94,1.01,ID,1731349436
518,khandyga,62.6667,135.6,251.42,100,100,0.46,RU,1731349437
519,vielha,42.6846,0.7726,272.7,97,72,2.72,ES,1731349438
520,gizo,-8.103,156.8419,300.66,78,46,1.75,SB,1731349439
521,gobo,33.8833,135.15,289.1,68,8,2.8,JP,1731349440
522,sal rei,16.1833,-22.9167,300.17,66,0,7.17,CV,1731349441
523,monte argentario,42.4345,11.1195,287.37,59,2,2.39,IT,1731349442
524,chegutu,-18.1302,30.1407,297.75,48,81,3.35,ZW,1731349446
525,ouesso,1.6136,16.0517,299.05,74,77,1.09,CG,1731349447
526,itaituba,-4.2761,-55.9836,309.2,33,100,1.96,BR,1731349448
527,kalaoa,19.7286,-155.9817,293.92,83,6,0.45,US,1731349449
528,kresttsy,58.2452,32.5165,273.8,80,100,1.91,RU,1731349450
529,paradip garh,20.3167,86.6167,298.47,73,100,3.24,IN,1731349451
530,san julian,21.0167,-102.1667,298.14,27,20,4.12,MX,1731349453
531,xinyang,32.1228,114.0656,288.03,69,4,1.4,CN,1731349454
532,katsuren-haebaru,26.3369,127.8719,299.16,93,75,3.09,JP,1731349455
533,tipasa,36.5897,2.4475,291.06,77,99,2.86,DZ,1731349456
534,madingou,-4.1536,13.55,298.07,85,45,0.43,CG,1731349457
535,wonsan,39.1528,127.4436,285.54,76,100,2.78,KP,1731349458
536,prado,-17.3411,-39.2208,299.57,66,54,5.6,BR,1731349459
537,bondo,3.8146,23.6866,295.83,88,55,1.21,CD,1731349460
538,hannoversch munden,51.4151,9.6505,282.08,93,75,2.06,DE,1731349461
539,golere,16.2557,-14.1017,307.09,10,53,1.9,SN,1731349463
540,poshekhon'ye,58.4993,39.1353,272.44,85,60,1.35,RU,1731349464
541,balkanabat,39.5108,54.3671,287.69,45,100,0.25,TM,1731349465
542,deir ez-zor,35.3359,40.1408,292.13,47,0,2.96,SY,1731349466
543,la sarre,48.8002,-79.1996,274.01,97,100,4.67,CA,1731349467
544,la huacana,18.9667,-101.8167,303.28,59,17,2.14,MX,1731349468
545,pechory,57.8164,27.6119,274.37,85,99,2.04,RU,1731349470
546,egilsstadir,65.2653,-14.3948,284.1,71,40,1.54,IS,1731349472
547,chimoio,-19.1164,33.4833,296.83,82,86,3.89,MZ,1731349473
548,taiyuan,37.8694,112.5603,278.07,87,1,1.0,CN,1731349474
549,nemuro,43.3236,145.575,279.5,60,8,1.2,JP,1731349475
550,fort st. john,56.2499,-120.8529,271.09,86,75,0.0,CA,1731349476
551,rupert,42.6191,-113.6772,289.12,25,0,7.72,US,1731349366
552,taulaga,-11.0553,-171.0883,301.53,73,75,9.01,AS,1731349478
553,kuta,-8.7233,115.1723,301.12,89,20,1.54,ID,1731349479
554,san sebastian de la gomera,28.0916,-17.1133,298.35,57,0,2.06,ES,1731349480
555,usogorsk,63.4106,48.6872,272.97,97,100,4.04,RU,1731349482
556,hirara,24.8,125.2833,299.71,82,100,5.85,JP,1731349484
557,masterton,-40.9597,175.6575,279.96,88,0,0.65,NZ,1731349485
558,wad rawah,15.1603,33.1397,305.59,31,100,5.69,SD,1731349486
559,sao vicente,-23.9631,-46.3919,298.14,26,2,2.79,BR,1731349364
560,aldama,22.9167,-98.0667,306.12,41,29,1.11,MX,1731349488
561,tyuratam,45.6507,63.3156,278.19,56,99,3.24,KZ,1731349489
562,jardin,5.599,-75.8198,294.16,81,100,0.9,CO,1731349491
563,meadow lakes,61.6247,-149.6011,264.84,92,0,0.0,US,1731349492
564,sonqor,34.7837,47.6004,284.62,78,94,1.77,IR,1731349493
565,beroroha,-21.6667,45.1667,304.34,38,63,3.76,MG,1731349494
566,belle fourche,44.6714,-103.8522,279.88,55,40,5.12,US,1731349495
567,mossel bay,-34.1831,22.146,290.11,84,1,6.65,ZA,1731349496
568,sibolga,1.7427,98.7792,298.87,83,100,0.86,ID,1731349497
569,caleta olivia,-46.4393,-67.5281,292.08,29,88,10.0,AR,1731349498
570,qarauyl,48.9451,79.255,271.06,73,60,8.88,KZ,1731349500
571,solnechnyy,50.7214,136.6319,267.01,87,100,0.21,RU,1731349501
572,alo,6.5486,4.2686,299.77,85,42,2.8,NG,1731349502
573,ulladulla,-35.35,150.4667,289.8,90,84,2.09,AU,1731349503
574,korla,41.7597,86.1469,280.42,55,84,0.46,CN,1731349504
575,turuntayevo,52.2,107.6167,264.69,93,61,0.56,RU,1731349506
